ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YGLOBAL017,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!viewConnections;eventCode=LrNMp;eventStatus=OVER;userId=mspellacy4,Star Rating Component Needs Work to Be Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Star Rating"" component requires additional work to be in conformance. While there are buttons that currently exist that are accessible, it is not the way a component like this should behave and not what users of assistive technology may expect. Ideally, we want this component to be a group of radio buttons where the user can select a radio input and be able to use their arrow keys to page through the ratings. We either need to find a component that can do this or roll our own. I have such a component available at https://radancy.dev/component-library/rating/ if team wants to use it for guidance (or use outright). ",Verify the _radio_ button groups are now being utilized and that user can use arrow keys to page through each rating.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL017.png",,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support"", ""Issue_Rating""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL018,1.2.4: Captions (Live),AA,Live videos have captions,https://www.w3.org/WAI/WCAG22/Understanding/captions-live,https://app.brazenconnect.com/app/events/LrqwkhD/identify-peer-group#!repProfile;eventCode=LrqwkhD;profileEditMode=true,TODO: Perform Captioning Tests,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","More time will be required to test video captioning as I will require multiple parties signed into an event to properly test this feature. While we do have options available on the captioning front (https://hiringevents.support.radancy.net/hc/en-us/articles/30885784086675-Video-Closed-Captioning-Live-Captioning) , another option I would very like to see Radancy explore is Live Captioning. Not the kind offered by Google and as seen in the just mentioned support document, but through a third-party that will provide captions, via a _human_ captioner, during the event. While there is a lot to be said for an automated captioning solution, some events may require more accuracy for its audience that automated captioning simply cannot provide. Disabled users, specifically Deaf/HOH may require this level of support as I have seen, firsthand, these groups of users and other accessibility practitioners advocate for this on event-driven platforms. Please assign to Michael Spellacy (Spell) and I will investigate it further. 

Some live captioning service to explore are: 

https://vitac.com/ 

https://www.3playmedia.com/services/livecaptioning/  

https://www.ava.me/ 

https://texascaption.com/ ",TBD,,,"""HE_Global_Issue"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL019,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3

https://app.brazenconnect.com/app/events/LrNMp#!lobby;eventCode=LrNMp ",Disclosures (Accordions) Across Application Are Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The disclosures that are present within the content panels need improvement to comply.

*Before* 

{code}<div class=""panel-heading"" role=""tab"" data-toggle=""collapse"" tabindex=""0"" data-target=""#accordion-panel-5"" id=""gwt-uid-10"" aria-expanded=""true"">

    <h4 class=""panel-title"">Chat Details</h4>

    <span class=""small"" aria-hidden=""true"" style=""display: none; margin-left: 8px;""></span>

    <i class=""material-icons"" aria-hidden=""false"" aria-label=""Close panel"">keyboard_arrow_up</i>

</div>

<div class=""panel-collapse collapse in"" id=""accordion-panel-5"" aria-expanded=""true""> ... </div>{code}

*After* 

{code}<div aria-controls=""accordion-panel-5"" aria-expanded=""true"" class=""panel-heading"" data-target=""#accordion-panel-5"" data-toggle=""collapse"" id=""gwt-uid-10"" role=""button"" tabindex=""0"">

    <span class=""panel-title"">Chat Details</span>

    <i class=""material-icons"" aria-hidden=""true"">keyboard_arrow_up</i>

</div>

<div aria-labelledby=""gwt-uid-10"" class=""panel-collapse collapse in"" id=""accordion-panel-5"" role=""group"">{code}

*TODO*

1. Replace _role=""tab""_ with _role=""button""_ as this is a button and not a tab. 

2. Add _aria-controls_ and point it to the same target as _data-target_ (but without the hash). 

3. Replace _h4_ with a _span_ element. There are too many issues in the app with headings already and I feel that unnecessary headings likely will cause more of an issue than the benefit they provide. Normally, I would not remove headings and there may be a future where I ask Radancy to reintroduce them, but I think it is best to do without many of them for now. Less is more.

4. Is this following necessary? If not, remove _<span class=""small"" aria-hidden=""true"" style=""display: none; margin-left: 8px;""></span>_

5. On _.material-icons_, remove _aria-label=""Close panel""_, set _aria-hidden=""true""_,

6. On the disclosure content _div[class=""panel-collapse]_, please remove _aria-expanded_. This is not allowed on non-interactive elements.

7. On the disclosure content _div[class=""panel-collapse]_, please add _aria-labelledby_ and point it towards the ID of the button, in this example, _aria-labelledby=""gwt-uid-10""_. Similairy to the tab panel, we want to provide an accessible name to this group of controls for when we place focus on it later.

8. On the disclosure content _div[class=""panel-collapse]_, please add _role=""group""_.",See Note.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL019-1.png

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL019-1.png","This one is likely to be complicated to address, so reach out to Michael Spellacy (Spell) for guidance. Spell should also conduct testing in QA or Staging environment, along with the Hiring Events team.","""HE_Global_Issue"", ""Specialist_Support"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Disclosure""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YGLOBAL020,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/lxZJn#!booth;eventCode=lxZJn;boothCode=booth-1 (Session Only) ,Radio Button Groups Across Application Are Not Fully Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Please select the type of chats you want to receive"" disclosure includes radio buttons that cannot be tabbed through properly and appear to not include focus. This has been a common observation across the application and very similar to the issue we are seeing with toggle switches (See A11YGLOBAL015).

Please review the following guidance and examples on how to build a better toggle switch and replace all switches where similar concerns may be found.

https://www.w3.org/WAI/ARIA/apg/patterns/radio/ ","Verify that radio buttons are marked up properly, receive focus, and can be properly paged through using keyboard arrow keys.","https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YGLOBAL020.png
",,"""HE_Global_Issue"", ""HE_Chat"", ""S4_Low"", ""Effort_Easy"", ""Issue_Radio_Group""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY001,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,Hidden Tab Content Can Be Accessed with Keyboard,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","There appears to be a bug in the tablist. When I am on an active tab and press any arrow key (not just my right, as stated in video), I am presented with a panel I did not anticipate, and my focus appears to vanish. If you like, you can roll this into A11YGLOBAL010.",Tab through the interface and ensure that no content is presented that should not be.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY001.mp4,,"""HE_History"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tablist""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY002,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,Tabindex Found on Non-Interactive Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Remove tabindexs from the following elements. Non-interactive elements on the page appear to include _tabindex=""0""_. Unless there is a specific reason for an element to include a tabindex, like to send focus to it (and in this scenario, you would use _tabindex=""-1""_ only, tabindex on non-interactive elements should be removed here and across the application as well, as this appears to be a global issue. I will try my best to point these out wherever I may find them, but it may take multiple audits to address all of them. If team is more aware of where these may exist, then please consider removing as you see fit. For now, see screengrabs for more details on where these exist on this page. ",Verify that extraneous _tabindex_ is removed and that the element no longer receives focus when tabbing.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY002-1.png  

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY002-2.png  

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY002-3.png  ",,"""HE_History"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY004,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,"Remove ""Main"" Role","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Please remove _role=""main""_ from _div[class=""center-col"" role=""main""]_. Page landmarks should not be nested, and this one appears to be a child of _role=""application""_, which should also be removed. Related to A11YFORMS009 and A11YGLOBAL003.","Verify the role is removed. This may require a future check on other pages as well. If it exists on a page where _role=""application""_ is not present, it may require including it on some pages and not others, so a conditional may be needed.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY004.png,,"""HE_History"", ""S4_Low"", ""Effort_Easy"", ""Issue_Role_Application""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY005,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,Page Missing H1 (Primary Heading),"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The page is missing a primary heading. This seems to be commonplace across the application with the absence of a primary heading. Likely an _h3_ was chosen for its style and not its hierarchical value (which headings should always be chosen for). Please replace _h3_ with _h1_ and adjust CSS styling as needed to match current heading style. If this has been addressed already at the template level due to it being cited elsewhere, you may close this ticket. ",Verify that the _h3_ is now an _h1_.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY005.png,,"""HE_History"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY006,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,"""Ratings and Notes"" Require Focus Management","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The ""Ratings and Notes"" section require improvement for better keyboard operability to meet compliance. Managing focus (called ""focus management"") on a page is often necessary so that the user does not become lost and can continue tabbing from certain positions within the component or page. Please do the following and reach out to Michael Spellacy (Spell) if there are any questions: 

1. When the ""Edit"" button is pressed, place _tabindex=""-1""_ and focus on the *outer* parent element _div[class=""panel-collapse""]_. By placing focus here, we should hear the accessible name of the group (Ratings and Notes) and the user may begin tabbing from this location to the star ratings and then the notes and then, finally, to the ""Save"" or ""Cancel"" button. 

2. When the ""Cancel"" button is pressed, keyboard focus should be placed on the edit button again. 

*Roadmap Enhancement:* Regarding ""Save"", we will need to add a message to page to indicate that rating has been updated, but let's get focus management correct here, first.",Verify that focus is managed properly by navigating with the keyboard only.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY006.png,,"""HE_History"", ""S4_Low"", ""Effort_Medium""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHISTORY007,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/LrNMp/identify-peer-group#!booth;eventCode=LrNMp;boothCode=booth-3,Data Table Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The data table on the page that contains headings for ""Name"", ""Rating"", and ""Final Thought"" is not keyboard operable. Making it so may be a hefty undertaking, so I would like to table this for now (pun intended) and work closely with the team to bring it to where it needs to be as it is simply too much to be listed here as a general fix. We will need to follow W3C recommendations to bring this component into compliance. When time comes, please assign back to Michael Spellacy (Spell) for further reccommendations.

https://www.w3.org/WAI/ARIA/apg/patterns/table/examples/sortable-table/ ",TBD,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHISTORY007.png,,"""HE_History"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Datatable"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHOME001,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,https://app.brazenconnect.com/cc/#!home,Page missing H1 (Primary Heading),"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The page is missing a primary heading. This seems to be commonplace across the application with the absence of a primary heading. Likely an _h3_ was chosen for its style and not its hierarchical value (which headings should always be chosen for). Please replace _h3_ with _h1_ and adjust CSS styling as needed to match current heading style. If this has been addressed already at the template level due to it being cited elsewhere, you may close this ticket. ","Verify that ""Your Events"" heading is replaced with an _h1_.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHOME001.png,,"""HE_Home"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YHOME002,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://app.brazenconnect.com/cc/#!home,Month and Year Component Not Announcing Changes to Screen Reader,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The component that is used to select a month and year to see if any events are available during the selected period needs quite a bit of work to comply. The biggest issue is that when the ""Previous Month"" and ""Next Month"" buttons are selected, no change is announced to indicate to a user who is accessing the control, what month and years events are currently displayed (See screengrab). To address, we will likely need to use _aria-live_. When it comes time to address this issue, please work with Michael Spellacy (Spell) on solutions during the refinement period. One of the things I would like to know is how much freedom we must make the necessary adjustment. This solution could go in a few different directions, so let's discuss further. Off the top of my head, I'd like to see if we can replace the Previous and Next links, which should be buttons, and the input element that currently included a date. However, this should really be a div that has aria-live on it, but if we cannot replace the input, then we may have to include a hidden aria-live element to pass the Month/Year to when the Previous/Next buttons are pressed, to hear an announcement. ",Verify that Month and Date are announced when paging through the component.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHOME002.mp4,,"""HE_Home"", ""S4_Low"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YHOME003,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,https://app.brazenconnect.com/cc/#!home,"Links Under ""Your Account"" Missing Accessible Name","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","
The link(s) under ""Your Account"" have no accessible name. Please adjust the markup to remedy this issue:

*Before*

{code}<div class=""account-widget"" style="""">

    <a href=""#!accountHome;salesforceId=022706""><span></span></a>

    <img src=""https://res.cloudinary.com/brazen/image/upload/c_lfill,w_150,h_150,b_rgb:fff/v1705079400/xg2a4fhmerci27pnnfob.png"" class=""account-image-holder"" alt=""Account Icon"">

    <span>ACME - Accessibility</span>

</div>{code}

*After* 

{code}<div class=""account-widget"">

    <a href=""#!accountHome;salesforceId=022706"">

    <span></span>

    <img src=""https://res.cloudinary.com/brazen/image/upload/c_lfill,w_150,h_150,b_rgb:fff/v1705079400/xg2a4fhmerci27pnnfob.png"" class=""account-image-holder"" alt="""">

    <span>ACME - Accessibility</span>

</a>

</div>{code}

*TODO*

1. Wrap link around image and text. This will give link accessible name it requires. 

2. Remove alternative text value from image. We do not want unnecessary text being read back to AT.

3. Optional: Remove extraneous span element in link.

4. Optional: Remove extraneous _style_ attribute from _.account-widget_ wrapper, if not needed. ",Verify that link can now be read back via screen reader.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YHOME003.png,,"""HE_Home"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YJOBS001,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://app.brazenconnect.com/app/events/lxZJn/identify-peer-group#!viewJobs;eventCode=lxZJn,Data Table Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","The data table on the _Jobs_ page is largely inaccessible. It suffers from similar issues to tables found elsewhere within the application, particularly with keyboard access. For example, sorting, and, when present, context menus that provide additional functionality, cannot be used with anything other than mouse or touch modalities. As stated elsewhere in this audit, when we are ready to address tables application-wide, please assign this back to Michael Spellacy (Spell) so we can start discussing, and I can further investigate the code to provide insights and recommendations to the Hiring Events team.",No testing required now as this is a follow-up issue.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YJOBS001.png,,"""HE_Jobs"", ""S4_Low"", ""Effort_Difficult"", ""Issue_Datatable"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING001,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Tabindex Found on Non-Interactive Element,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. There are elements on the page that receive focus which should not be receiving it. Non-interactive elements must never be focusable unless it is temporary and needs to occur via managed focus. Also, please note that when these incorrectly placed tabindexes are removed, there will no longer be a need for attributes like _aria-hidden_ and _aria-labelledby_ in this specific case, so please remove those as well.",Verify that extraneous _tabindex_ is removed and that the element no longer receives focus when tabbing.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING001-1.webm  

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING001-2.webm  

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING001-3.png ",,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING002,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","""Reserve My Spot"" Button Requires Keyboard Improvement","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. When pressing the ""Reserve My Spot"" button at the bottom of the page, I am brought to the top of the page. But when I continue to tab, I immediately land on the link that appears after ""Reserve My Spot"", in this case, the links in the footer. 

When we bring a user back to the specific location through such means, it would be ideal to use a link anchor or apply focus to first interactive element at the top of the page or apply temporary focus via _tabindex -1_ and _focus()_ to a specific non-interactive element. What we appear to be doing here is only moving the position to the top only, while leaving keyboard users behind. 

*Warning:* When addressing this issue, make no attempts to circumvent it using greater tabindex values. While it may seem like a good idea to many, it can make matters much worse. The only tabindex values we should ever be using are *0* or *-1*, ","To test this issue, ensure the focus is properly brought back to the top of the page. Once it is, begin tabbing. If the next tab stop lands on the next logical interactive component, the test passes. If focus is brought to the top from the button that is pressed at the bottom of the page, and the next logical tab stop continues to be in the footer, the test fails.",https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING002.webm,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Medium"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING003,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp  

https://app.brazenconnect.com/events/LrNMp?isPreview=true  ",Replace Current Heading with H1 and Remove Unnecessary ARIA,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. Remove _role=""heading""_ and replace element with a proper _h1_. Adjust styling as needed to accommodate the change. See screengrab.",Verify that the elements in question have their _role_ attributes removed. Retest using Axe.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING003.png,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING004,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Remove ARIA From Elements That Should Not Have It,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. Remove role=""heading"" from elements that should not be identified as headings. See screengrab.",Verify that the elements in question have their _role_ attributes removed. Retest using Axe.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING004.png,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING006,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp  

https://app.brazenconnect.com/events/LrNMp?isPreview=true  ","Remove ""Region"" Role from Specific Elements On The Page","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. Regions are present that have no accessible name. Roles should only be used on interactive elements that have accessible names applied to them either by _aria-label_ or _aria-labelledby_ (pref). Please remove from the following elements: 

{code}<div class=""area"" role=""region"" id=""how-it-works-area"">...</div>{code}

{code}<div class=""area translucent-bg parallax-wrapper"" role=""region"" id=""illustrations-area"">...</div>{code}

{code}<div class=""area white-bg"" role=""region"" id=""about-us"">...</div>{code}

{code}<div class=""area hidden-xs"" role=""region"" id=""user-quotes"">...</div>{code}

{code}<div class=""area translucent-bg parallax-wrapper"" role=""region"" id=""bottom-registration"">...</div>{code}

{code}<div role=""region"" id=""footer"">...</div>{code}

If there is a specific reason as to why these elements exist on the page, we should discuss further before removing, otherwise, please drop them. ",Verify that the elements in question have their _role_ attributes removed. Retest using Axe.,,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING007,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Replace Current HTML With H2 Headings,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS",Basic Landing Page. Making these actual headings will allow assistive technology users to better understand and navigate the page. Adjust CSS as needed. See screengrabs.,Verify that elements that were not once headings are now headings.,"https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING007-1.png  

https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING007-2.png ",,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING008,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","Headings Require Review, Remove Unnecessary ARIA","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page. Review all headings on page and remove any redundancies you may come across. For example, a heading that is marked-up as _h2_, does not require _role=""heading""_ and _aria-level=""2""_.

This appears to be a global issue as well, so please review application for similar redundancies and remove where found.",Verify that _role_ and _aria-heading_ attributes have been removed.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING008.png,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy""",Moderate,Fail,Product Support,Failed in Preview,,,0
A11YLANDING009,3.3.2: Labels or Instructions,A,Label elements and give instructions,https://www.w3.org/WAI/WCAG22/Understanding/labels-or-instructions,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ","All Form Fields, Registration or Otherwise, Must Have Visible Labels","Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Basic Landing Page, Registration. Provide a visible, persistent label for each form field. Including and ""visually hiding"" the _label_ element is not accessible, nor is placeholder text a satisfactory replacement for a label. Fields that do not have visible, persistent labels after entering information may be problematic for users who may not remember, or those with cognitive issues, what information the form field was requesting, etc. When labels are reinstated properly, the title attribute may also be removed.

When reinstating the label, the placeholder text should also be removed, especially if it creates a redundancy. The only exception here is if it is useful and required to indicate suggestive, but non-critical data to be input into the field, for example, phone number formatting, When I say non-critial, the form will not throw an error if formatting because backend programming is going to take care of the formatting for the user. If the application produces an error due to formatting, suggestive information should be placed _outside_ of the field instead. 

This is what I (and other auditors) will expect to see: https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING009.png  

Please see best practice guidance for labels at https://radancy.dev/guidance-on-form-labels/ ",Verify that visible labels are present and marked up properly.,,,"""HE_Landing_Page"", ""HE_Basic_Landing"", ""S4_Low"", ""Effort_Easy"", ""Issue_accName""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YLANDING010,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Focus State Does Not Match Hover State,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Landing Page Focus style on ""Register Now"" button should match hover style.

When including a hover state on an element, always be sure to include a focus state as well.
",Tab through the interface and ensure that focus states are present and match hover states.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING010.png,,"""HE_Landing_Page"", ""HE_Legacy_Landing"", ""S4_Low"", ""Effort_Easy""",Serious,Fail,Product Support,Failed in Preview,,,0
A11YLANDING011,2.4.6: Headings and Labels,AA,Use clear headings and labels,https://www.w3.org/WAI/WCAG22/Understanding/headings-and-labels,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp 

https://app.brazenconnect.com/events/LrNMp?isPreview=true ",Remove Empty Heading,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Landing Page. Empty heading found. Please remove. Alternativey, you can the following to your global CSS to address future empty headings that may come up, as _display: none_ will effectivley hide these from assisitve technology. 

{code}h1:empty, h2:empty, h3:empty, h4:empty, h5:empty, h6:empty {
display: none;
}{code}",Verify that empty headings no longer exist on this page and across application.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING011.png,,"""HE_Landing_Page"", ""HE_Legacy_Landing"", ""S4_Low"", ""Effort_Easy""",Minor,Fail,Product Support,Failed in Preview,,,0
A11YLANDING012,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://app.brazenconnect.com/a/acme-accessibility/e/LrNMpp  

https://app.brazenconnect.com/events/LrNMp?isPreview=true  ",Register Button Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS","Legacy Landing Page This register button is not receiving focus when tabbed to. There is a _tabindex=""-1""_ on it. This should be removed.",Verify that extraneous _tabindex_ is removed and that the element can now receive focus when tabbing.,https://radancy.dev/a11y/audit/client/hiring-events/screengrab/A11YLANDING012.png,,"""HE_Landing_Page"", ""HE_Legacy_Landing"", ""S4_Low"", ""Effort_Easy"", ""Issue_Tabindex""",Critical,Fail,Product Support,Failed in Preview,,,0
