ID,SC,Level,Synopsis,Understanding,Links,Summary,Environment,Issue,Testing,Screengrab,ProductNote,Labels,Impact,Status,Assignment,Implementation,Notes,JIRA,Estimate
A11YERP042,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://referrals.radancy.com/dashboard/job/1a000956-467e-433a-b69e-2cdb787a2753,Job Details: Rewards Button Needs More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The ""Reward"" toggle on the Job Details page requires more attention. The toggle should be a button and convey a state, via _aria-expanded_. There should also be no heading here. If there are any questions about what is needed, please reach out to Michael Spellacy for more help. 
 
At a base level, we have the following: 
 
*Before:*
 
{code}<app-job-reward-accordion>
 
    <div class=""job-reward __job-advert __l"">
 
        <div class=""job-reward_caption"">
 
            <h4 class=""job-reward_title"">Reward</h4>
 
            <ul class=""job-reward_list"" hidden>
 
                ...
 
            </ul>
 
        </div>
 
    </div>
 
</app-job-reward-accordion>{code}
 
When what we really need is this: 
 
*After:*
 
{code}<app-job-reward-accordion>
 
    <button aria-expanded=""false"" class=""job-reward __job-advert __l"">Reward</button>
 
    <ul class=""job-reward_list"" hidden>
 
        ...
 
    </ul>
 
</app-job-reward-accordion>(code}","Visual inspect items to ensure a button is now in place, with proper ARIA state. Testing with keyboard and screen reader should also be performed. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP042.png,,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Medium"", ""Job_Details""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP043,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,"https://hyperdriveinnovations.qa-1brd.com/dashboard/my-referrals 

https://hyperdriveinnovations.qa-1brd.com/dashboard/my-rewards 

https://hyperdriveinnovations.qa-1brd.com/job/40f9d25a-e57f-4e27-9d09-70ea567699b5?referralId=d08ae895-1ff2-40dd-ac91-7769e37cd495&referraltoken=7ljduu3nls2l 

https://hyperdriveinnovations.qa-1brd.com/dashboard/my-settings/profile 

https://hyperdriveinnovations.qa-1brd.com/dashboard/jobs/active  (Recruiter View)

https://hyperdriveinnovations.qa-1brd.com/dashboard/job-form 

https://hyperdriveinnovations.qa-1brd.com/dashboard/jobs/archived 

https://hyperdriveinnovations.qa-1brd.com/dashboard/referrals 

https://hyperdriveinnovations.qa-1brd.com/dashboard/referrals/462d518d-7215-4d59-937e-7f3b5b08516a 

https://hyperdriveinnovations.qa-1brd.com/dashboard/statistics/general 

https://hyperdriveinnovations.qa-1brd.com/dashboard/company-settings/reward-shop/new ",Global: Tooltips Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Tooltips across the application do not appear to be keyboard-accessible, nor is the information they contain accessible to assistive technologies. In many cases, these tooltips might be considered superfluous; however, this can be subjective depending on who is performing the evaluation. That said, there are instances where tooltips contain critical information, such as when uploading a résumé, which includes details like allowed file types and maximum file size. *This information must be fully accessible to all users.*
 
Tooltips are a controversial component in both web design and accessibility communities. Further analysis and discussion will be necessary before determining the best approach. While designers may favor tooltips for reducing visual clutter, we must consider all possibilities—including removing them altogether across products if accessibility cannot be ensured. Toggle tips may also be a better alternative to a hover tooltip, as well. 
 
Let’s revisit this issue as we get closer to planning a future sprint. Just wanted to log it as point of concern for us.

Two possible solutions include Toggle Tips or Tooltips that are simply better built with accessibility in mind. The latter option will require more testing though before implementations. 


https://codepen.io/Spell/pen/yyejNmM 

https://codepen.io/Spell/pen/jEEYdBq 

I would also like to hold off on remediating this one until 2026, as position anchoring and popover may be fully supported by the end of the year, allowing to come up with a more modern solution to this issue. ","Visual inspect items to ensure a button is now in place, with proper ARIA state. Testing with keyboard and screen reader should also be performed. ","https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP043-A.png 

https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP043-B.png ",,"ERP_Global_Issue"", ""S4_Low"", ""Effort_Difficult""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP044,1.3.1: Info and Relationships,A,"Semantic markup is used appropriately. Logical structure, etc. ", https://www.w3.org/WAI/WCAG22/Understanding/info-and-relationships ,https://referrals.radancy.com/dashboard/legal-terms/privacy-policy,Legal Terms: Privacy Policy - Heading and Navigation Improvements.,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The heading on the page (which has already been cited as needing to be an _h1_ element) needs to be moved outside of the _nav_ element. This should be the heading for the overall page and not that navigation, but we can use it for both if we apply ARIA intelligently. In addition to making the heading an _h1_, also give the heading a unique ID and then associate this id with the _nav_ element by tying it the heading. This can be done with _aria-labelledby_.
 
*Before:* 
 
{code}<nav class=""legal-terms_nav ng-star-inserted"">
 
    <h2>Legal Terms</h2>
 
    <app-tabs>...</app-tabs>
 
</nav>(code}
 
*After:* 
 
{code}<h1 id=""legal-terms"">Legal Terms</h1>
 
<nav class=""legal-terms_nav ng-star-inserted"" aria-labelledby=""legal-terms"">
 
    <app-tabs>...</app-tabs>
 
</nav>{code}
 
Each navigation item, when active, would also benefit from including _aria-current=""true""_ . If users leave the navigation and return to it later, it is clear as to which portion is active. This can be achieved with _aria-current=""true""_.
 
*Before:*
 
{code}<a uisref=""..."" class=""..."" href=""..."">Privacy Policy</a>{code}
 
*After:* 
 
{code}<a aria-current=""true"" uisref=""..."" class=""..."" href=""..."">Privacy Policy</a>{code}",Visual inspect items to ensure heading is in proper position and that nav now has a properly implement accessible name. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP044.png,,"Legal_Terms"", ""S4_Low"", ""Effort_Easy""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP045,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,"https://referrals.radancy.com/dashboard/legal-terms/privacy-policy
",Legal Terms: Navigation - Focus Lost ,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","When on the ""Legal Terms"" navigation, focus appears to be lost when user clicks on a link, causing user to have to tab back to where they were when the pressed it. If focus cannot be retained due to then nature of an internal content refresh after a link is pressed, focus will need to be placed back on the link programmatically. On a similar UI used in My Settings, this does not appear to happen. so, use this as a guide to help you mimic that behavior here. 

See screengrab for more details. If needed, please reach out to Michael Spellacy for more details.","Tab to the Legal Terms navigation and press any of the links within the navigation. Focus should remain or possibly be placed back on link that pressed it. Ideally, the focus will simply remain where it is. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP045.mp4,,"Legal_Terms"", ""S4_Low"", ""Effort_Medium""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP046,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://referrals.radancy.com/dashboard/jobs/active,Global: No Content Changed Announced When Navigating,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","When navigating within the application, updates to the main content region are not announced to assistive technology users. While the URL and _title_ element may change, screen reader users receive no indication that new content has been loaded or that a navigation event has occurred.
 
If the application is built with Angular, it’s worth noting that the framework provides a built-in accessibility utility called LiveAnnouncer within the Angular CDK (@angular/cdk/a11y). This can be used to programmatically announce page or view changes without moving user focus—ideal for SPA navigation.
 
*Reference:* https://material.angular.dev/cdk/a11y/overview#liveannouncer 
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.
 
*Note:* While all accessibility barriers are important, addressing this issue should be top priority.","Once solution has been applied globally, test the site using a screen reader. Navigating to a page must announce the page title, letting user know where they are. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP046.mp4,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP047,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,"https://referrals.radancy.com/dashboard/jobs/active 

https://referrals.radancy.com/dashboard/my-referrals 

https://hyperdriveinnovations.qa-1brd.com/r/BPKGURWB?jobId=1bdf7bb0-53f7-4e50-a4e7-b06ff3c6a6bc&st=vdsp0i0hadfg&applicationStep=1&birdly=YmlyZGx5LWNsaWNrPTg5MGFkNzBiLWJmOTUtNDRhYy04MzM4LTliM2EwOTU3ZWUzNSZiaXJkbHktaGFzaD1xQlFHOQ%3D%3D 

https://referrals.radancy.com/dashboard/job/9ec19f8d-b911-463f-9c59-818a3f6f9dc3 ",Global: Dialogs Require More Work,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Citing this as a global issue. All dialog (modal) windows appear to have the same common issues. These are: 
 
1. Close buttons are not accessible to keyboard.
2. The aria-modal attribute is set to false and should be true. 
3. The modal has no accessible name.
 
*Before:* 
 
{code}<mat-dialog-container tabindex=""-1"" class=""mat-mdc-dialog-container mdc-dialog cdk-dialog-container mdc-dialog--open"" id=""mat-mdc-dialog-1"" role=""dialog"" aria-modal=""false"" style=""--mat-dialog-transition-duration: 150ms;""><div class=""mat-mdc-dialog-inner-container mdc-dialog__container""> 
 
    <div class=""modal-close extend-click-area""> ... </div> 
 
    ,,, 
 
</mat-dialog-container>{code} 
 
*After:* 
 
{code}<mat-dialog-container tabindex=""-1"" aria-label=""Referral Form"" class=""mat-mdc-dialog-container mdc-dialog cdk-dialog-container mdc-dialog--open"" id=""mat-mdc-dialog-1"" role=""dialog"" aria-modal=""false"" style=""--mat-dialog-transition-duration: 150ms;""><div class=""mat-mdc-dialog-inner-container mdc-dialog__container""> 
 
    <button aria-label=""Close"" class=""modal-close extend-click-area""> ... </button> 
 
    ... 
 
</mat-dialog-container>{code}","Once solution has been applied globally, test the site using a screen reader. Navigating to a page must announce the page title, letting user know where they are. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP047.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP048,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/leaderboard,Leaderboard: New Entries Not Announced  When Scrolling & Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Upon scrolling through the listings on the Leaderboard page, the interface appears to implement a (somewhat) infinite scroll, but new listings are not announced to screen readers when additional search results are loaded. Using ARIA live, an update message should be provided each time a new set of listings is added. For example: “5 new results added. Now showing 75 of 128 total results.” or similar. 
 
Additionally, the data cannot be navigated via keyboard. Although a scrollbar is present, the content needs to be defined as a region. The container with overflow should include a _tabindex_, _role=""region""_, and an accessible name to ensure keyboard and screen reader users can interact with it properly.
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.","Once solution has been applied globally, test the site using a screen reader. Navigating to a page must announce the page title, letting user know where they are. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP048.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP049,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,"https://referrals.radancy.com/dashboard/leaderboard

https://referrals.radancy.com/dashboard/jobs/active ",Global: Filter Changes Not Being Announced to Screen Reader,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Upon selecting from the filters on various pages, changes in the main content area are not being conveyed to screen reader. Here is another issue that will need to be solved using ARIA live. 
 
Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.","Once solution has been applied globally, test the site using a screen reader. Navigating to a page must announce the page title, letting user know where they are. ",https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP049.mp4,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP050,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://referrals.radancy.com/dashboard/reward-policy ,Reward Policy: Show More Toggle Button Requires State Change,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The Show More/Show Less toggle button requires some improvements: 
 
1. Do not allow the text to change on toggle. Have it always say, ""Show More"" and use a visual aid, like an up and down arrow to convey a state change. More here: https://radancy.dev/component-library/guidance/#avoid-toggling-text  
 
2. Include the _aria-expanded_ attribute and toggle its state between true and false. 
 
*Before:*
 
{code}<button class=""btn __s __white float-right hide-laptop"" style=""..."">Show More ... </button>{code}
 
*After:* 
 
{code}<button aria-expanded=""false"" class=""btn __s __white float-right hide-laptop"" style=""..."">Show More ... </button>{code}",Ensure that state is now defined and that text no longer toolges.,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP050.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP051,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://referrals.radancy.com/dashboard/jobs/active,Share Dialog: Social Media Links Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The social media icons in the share dialog are not accessible to keyboard users. If you wish to keep these as links, which they should probably be due their role being helpful here and because they launch new windows, just add _href=""#""_. 
 
Further testing of this component cannot be done until this issue is resolved.",Use keyboard to tab through each link and ensure the same functionaly exists as it does for mouse and touch users. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP051.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP052,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/dashboard/my-referral,My Referrals: LInks Not Clickable via Mouse Still Reachable via Keyboard,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","In the listings under the heading ""Tell us more about your referrals"" the job links appear to be focusable, but do not do anything when you click on them via mouse 
 
 t looks like pointer-events: none is tied to each link. However, we also need to prevent keyboard users from accessing them as well, so please add tabindex=""-1"" to the link, too. What we do for one user experience, we must do for all.",Use keyboard to tab through each link to see if it is still focusable. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP052.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP053,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/dashboard/my-referral,My Referrals: Clickable Elements Not Accessible To Keyboard,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The ""More Info"" and ""Status"" icons do not accept keyboard focus. These need to be buttons. 
 
*Before:*

{code}<app-my-referral-status-icon class=""my-referral-card_status"" style=""cursor: pointer;""></app-my-referral-status-icon>{code}

*After:*

{code}<button class=""my-referral-card_status"" style=""cursor: pointer;""></button>{code}","Use keyboard to tab through each ""button"" to see if it is focusable and can launch modal window properly.  ","https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP053-1.png 

https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP053-2.png ",,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP054,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/dashboard/my-referral,Feedback: On Submit System Error Repeats Muliple Times,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","On system error, the alert message reads back multiple times when it should only read a single time. Please investigate. This is a common issue acroos the application. 

Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.",TBD,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP054.mp4,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP055,4.1.3: Status Messages,AA,Let assistive technologies notify users about changes to the content that don’t take focus,https://www.w3.org/WAI/WCAG22/Understanding/status-messages,https://hyperdriveinnovations.qa-1brd.com/dashboard/my-referral,Feedback: Form Errors Not Announed To Screen Reader,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The feedback form has similar accessibility issues to other forms across the site. In this case, when the “Send” button is pressed and an error occurs, screen reader users are not alerted, nor are alternative error presentation methods provided as outlined in other tickets. See ####.",TBD,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP055.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP056,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/my-settings/profile,Settings: Profile - Crop Image Buttons Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The “Crop Image” button in the profile image selection dialog is not keyboard accessible. Further keyboard testing will not be performed until this has been addressed. Related to A11YERP057. 
 
*Before:*
 
{code}<span class=""btn __s __transparent-blue"">Crop Image</span>{code}
 
*After:*
 
{code}<button class=""btn __s __transparent-blue"">Crop Image</button>{code}",Ensure that this button now accepts focus and included an accName. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP056.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP057,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/my-settings/profile,Settings: Profile - Crop Image Features Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","We need to discuss keyboard accessibility for the profile image cropping feature, including rotation controls and other related actions. 

Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.",TBD,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP057.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP058,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/my-settings/profile,Settings: Profile - Delete Account Button Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The “Delete Account” control is not keyboard accessible. It appears to be marked up as a heading rather than an interactive element. This should be a _button_ element with the appropriate state managed via _aria-expanded_.
 
*Before:*
 
{code}<h3 class=""...""><span class=""link __black __dashed""> Delete account </span></h3>{code}
 
*After:*
 
{code}<button aria-expanded=""false"" class=""...""><span class=""link __black __dashed""> Delete account </span></button>{code}
 
*Note:* Further testing on this component is paused until the issue is resolved. 
 
*TODO:* Coordinate with Alexis to set up a few dummy accounts for account deletion testing.",Ensure that this button now accepts focus and included an accName and works properly when used via keyboard-only testing. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP058.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP059,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/my-settings/notifications,Settings: MFA - Current MFA Fundamentally Inaccessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","Logging this to raise awareness: the current implementation of Multi-Factor Authentication (MFA) is _fundamentally inaccessible_. Users who are blind, have low vision, or experience motor or cognitive disabilities may be unable to complete the MFA setup process — or may encounter significant barriers when attempting to do so.
 
Radancy should investigate alternative, more inclusive authentication methods that support users with diverse accessibility needs (e.g., accessible verification flows, screen reader-compatible input methods, or non-visual alternatives to QR and time-based codes).
 
Further accessibility testing of this feature is on hold until we can discuss potential remediations and identify a more universally accessible solution.",TBD,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP059.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP060,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/jobs/active,Global (Mobile): Hamburger Menu Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The hamburger navigation menu is not accessible via keyboard input. Keyboard users are unable to open the menu using standard interaction patterns (e.g., Enter or Space). Additionally, the close button within the menu is not operable or reachable via keyboard focus.
 
To remediate, ensure that both the hamburger trigger and close controls are implemented as semantic _button_ elements.",Ensure that this button now accepts focus and included an accName. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP060.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP061,"4.1.2: Name, Role, Value",A,Build all elements for accessibility,https://www.w3.org/WAI/WCAG22/Understanding/name-role-value,https://referrals.radancy.com/dashboard/jobs/active,Global (Mobile): Achievements & Notification Disclosures -  Redesign Required,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The *Achievement* and *Notification* disclosures visually resemble modal dialogs on mobile but do not exhibit dialog-like behavior. When a user encounters this presentation, they reasonably expect standard dialog functionality, such as focus being moved into the dialog, an accessible name (aria-labelledby or aria-label), and keyboard focus trapping within the dialog.
 
Currently, because the disclosure overlays the entire viewport, tab navigation can move behind the open panel, leading to potential confusion and focus loss.
 
To prevent false affordances and focus management issues (which can occur even on mobile devices with external keyboards), the recommendation is to align the mobile behavior with the desktop implementation. Specifically, the disclosure panel should not occupy the full viewport but instead expand beneath the associated disclosure buttons. This approach should address the accessibility concerns in the updated design.
 
See https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP061-B.png 

*Note:* if a scrollbar is required on the disclosure and the content has no interactive content available, then _role=""region""_, _tabindex_ and _aria-label_ or _aria-labelledby_ will be required.

Please coordinate with Michael Spellacy before sprint planning to determine the best implementation approach.",Ensure that disclosure is redesigned to bevhave similalry to the way it does in desktop.,"https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP061-A.png 

https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP061-B.png ",,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP062,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/jobs/active,Global (Mobile): Filters Dropdown Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The “Filters” dropdown (implemented as a heading on desktop) is not keyboard-accessible on mobile. Additionally, the hidden content appears to remain focusable via keyboard navigation, resulting in unintended focus on visually hidden elements.
 
It looks like we’re currently binding an onClick event to the heading on desktop and unbinding it on mobile. Key accessibility attributes such as a semantic role and tabindex are also missing.
 
To remediate, we can preserve the heading structure but nest an interactive <button> element within it to properly manage focus and semantics. An alternative CSS-based approach exists to mitigate this issue, but we should review and align on the implementation before moving forward. See https://codepen.io/Spell/full/emJLpRd ",Ensure that disclosure is re-worked so that is is aheader on desktop and fully keyboard accessible on mobile. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP062.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP063,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/jobs/active,Global (Mobile): Link Text Changes Across Viewports Sizes,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","In the carousel, the Share button label should remain consistent across breakpoints. Currently, it displays “Share” on mobile but “Spread the word” on desktop. UI behavior should not change based solely on screen size.
 
If the label needs to be shortened, it should be shortened consistently across both mobile and desktop. Maintaining consistent UX copy helps reinforce familiarity for users who switch between devices or use zoom. Inconsistent labeling can also create confusion for assistive technology users by altering the link’s context.",Ensure carousel link says one or the other and not both. ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP063.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP064,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/legal-terms/privacy-policy,Legal Terms: Sub-Navigation Not Keyboard Accessible,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","The “Legal Terms” navigation is not keyboard accessible. This sub-navigation (breadcrumbs?) is relatively small, and instead of replacing it with a different mobile component, we should consider retaining the desktop version across all viewports.
 
Changing components can negatively impact users who rely on zoom and reduces visual and interaction consistency. Maintaining the same look and behavior across devices improves familiarity and usability. The User Settings page exhibits the same issue.",TBD,"https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP064-A.png 

https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP064-B.png ",,,Critical,Fail,Product Support,Failed in Preview,,,0
A11YERP065,2.1.1: Keyboard,A,Accessible by keyboard only,https://www.w3.org/WAI/WCAG22/Understanding/keyboard,https://referrals.radancy.com/dashboard/jobs/active,Global: Visually Hidden Focusable Element Detected,"Chrome & Firefox: Latest Versions, Windows 11, NVDA, JAWS, MacOS, Safari, VoiceOver","A visually hidden, focusable element has been detected on all pages, which appears to be an accessibility workaround. It is flagged because it combines _aria-hidden=""true""_ with _tabindex=""0""_, making it focusable to keyboard users despite being hidden.
 
The purpose of this element needs to be clarified and potentially remediated (possibly by adding _tabindex=""-1""_ if the element is for temporary focus only). If it serves no functional role, it should be removed. 
 
{code}<div aria-hidden=""true"" class=""cdk-visually-hidden cdk-focus-trap-anchor"" tabindex=""0"">{code}",TBD ,https://radancy.dev/a11y/audit/client/erp/screengrab/A11YERP065.png,,"ERP_Global_Issue"", ""S4_High"", ""Effort_Difficult"", ""Specialist_Support""",Critical,Fail,Product Support,Failed in Preview,,,0
